region_name;year;criminality;salary;unemployee
Республика Мордовия;2014;1,099046169;20342;2,342073802
Республика Мордовия;2015;1,137135581;22029;2,339851343
Республика Мордовия;2016;1,052107867;23229;2,321667036
Республика Мордовия;2017;0,986862899;24327;2,288054398
Республика Мордовия;2018;0,965911931;26712;2,214849803
Республика Мордовия;2019;1,016585735;28826;2,328561519
Республика Саха (Якутия);2010;1,792867973;28708;4,559129372
Республика Саха (Якутия);2011;1,577544493;34051,5;4,608607429
Республика Саха (Якутия);2012;1,269098207;39915,6;4,180207969
Республика Саха (Якутия);2013;1,133282384;46542;3,918173348
Республика Саха (Якутия);2014;1,12099296;51111;3,903231577
Республика Саха (Якутия);2015;1,236158954;54631;3,833282375
Республика Саха (Якутия);2016;1,287370145;59000;3,643855681
Республика Саха (Якутия);2017;1,286761272;62206;3,680745385
Республика Саха (Якутия);2018;1,236034293;40740;3,570478083
Республика Саха (Якутия);2019;1,277666266;43896;3,549141724
Республика Сев. Осетия-Алания;2010;0,986937265;11817,6;5,164569121
Республика Сев. Осетия-Алания;2011;0,931121229;13376;4,157122838
Республика Сев. Осетия-Алания;2012;0,886263968;15896,7;3,927629078
Республика Сев. Осетия-Алания;2013;0,856960499;18664;3,938302248
Республика Сев. Осетия-Алания;2014;0,84825382;20311;4,143628375
Республика Сев. Осетия-Алания;2015;0,95499406;21267;4,353398902
Республика Сев. Осетия-Алания;2016;1,00013646;22806;4,533307558
Республика Сев. Осетия-Алания;2017;1,017064477;24715;5,604886465
Республика Сев. Осетия-Алания;2018;1,028396535;26958;5,208077567
Республика Сев. Осетия-Алания;2019;1,361375501;28751;5,374016538
Республика Татарстан;2010;1,552283417;17350,1;3,335603997
Республика Татарстан;2011;1,457525379;20009,4;2,499698973
Республика Татарстан;2012;1,352982849;23233,7;2,218662109
Республика Татарстан;2013;1,201550651;26034,5;2,107028109
Республика Татарстан;2014;1,164160969;28294;2,099394457
Республика Татарстан;2015;1,348564936;29147;2,123653151
Республика Татарстан;2016;1,241942527;30224;1,998147532
Республика Татарстан;2017;1,184980698;32324;1,819028796
Республика Татарстан;2018;1,118606241;35172;1,737989599
Республика Татарстан;2019;1,277674749;37418;1,70300234
Республика Тыва;2010;1,94749909;17530;8,957910882
Республика Тыва;2011;1,798930488;19163,1;7,548123172
Республика Тыва;2012;1,910591667;22238,5;7,094132376
Республика Тыва;2013;1,972935618;25087,2;7,558098422
Республика Тыва;2014;2,106353591;27507;7,616508083
Республика Тыва;2015;2,681550399;28322;7,376408457
Республика Тыва;2016;3,441892442;29828;6,710018827
Республика Тыва;2017;3,644712387;31251;7,225701657
Республика Тыва;2018;2,864368115;37874;5,818189697
Республика Тыва;2019;2,646807936;40548;4,429245601
Республика Хакасия;2010;2,204265436;18358,4;4,555945113
Республика Хакасия;2011;2,029086263;20689,5;3,649687154
Республика Хакасия;2012;2,073303541;23466,5;3,900071351
Республика Хакасия;2013;1,975065223;26068,3;2,969345069
Республика Хакасия;2014;2,602357656;29085;3,014928833
Республика Хакасия;2015;2,568391296;29935;2,860584498
Республика Хакасия;2016;2,057238587;32515;3,035785751
Республика Хакасия;2017;2,144381137;33978;2,36648307
Республика Хакасия;2018;2,037851129;25519;2,46479398
Республика Хакасия;2019;1,987986136;27962;2,763749148
Ростовская область;2010;1,386402193;15243,9;3,903552314
Ростовская область;2011;1,318717984;16949,5;3,736539444
Ростовская область;2012;1,231812643;19189,4;3,056091326
Ростовская область;2013;1,219485223;21867,1;3,027784
Ростовская область;2014;1,274351372;23818;2,963966779
Ростовская область;2015;1,468988261;25008;3,074092247
Ростовская область;2016;1,362668583;26689;2,973395709
Ростовская область;2017;1,398825292;28500;2,848195995
Ростовская область;2018;1,316906121;31448;2,593374248
Ростовская область;2019;1,450308816;33757;2,40943546
Рязанская область;2010;0,915698353;15288,9;4,175058911
Рязанская область;2011;0,844761583;16717,7;3,585280838
Рязанская область;2012;0,832320152;19098,4;2,247866215
Рязанская область;2013;0,848656789;21796,5;2,288083014
Рязанская область;2014;0,848401033;24280;2,097719
Рязанская область;2015;0,914924552;25482;2,211656195
Рязанская область;2016;0,844011233;27261;2,107458121
Рязанская область;2017;0,848851577;28819;1,954885078
Рязанская область;2018;0,83628182;31916;1,966532624
Рязанская область;2019;0,922183875;34488;1,901228259
Самарская область;2010;2,105832305;16479,4;3,143273536
Самарская область;2011;1,94249022;18600,3;2,751557849
Самарская область;2012;1,883605602;20799,9;1,867175824
Самарская область;2013;1,622077816;23469,5;1,734429392
Самарская область;2014;1,58007753;25884;1,654207391
Самарская область;2015;1,538142756;26849;1,871141128
Самарская область;2016;1,376111721;28295;2,242398732
Самарская область;2017;1,376510194;30492;2,258115748
Самарская область;2018;1,300420666;33754;2,000767813
Самарская область;2019;1,340338888;36431;2,062248431
Саратовская область;2010;1,516207834;14554;3,395324287
Саратовская область;2011;1,302297756;16204,7;3,112467771
Саратовская область;2012;1,146435257;18803,3;2,752402307
Саратовская область;2013;1,132432614;20668;2,628195692
Саратовская область;2014;1,089551497;22012;2,340038512
Саратовская область;2015;1,194927311;22528;2,370659971
Саратовская область;2016;1,007733771;23548;2,563306507
Саратовская область;2017;1,166805943;24738;2,322968874
Саратовская область;2018;1,184070033;26823;2,461129859
Саратовская область;2019;1,205706283;30717;2,136257354
Сахалинская область;2010;2,175917019;35847,9;5,124366744
Сахалинская область;2011;2,021085734;38770,7;4,617695083
Сахалинская область;2012;2,066952429;44207,6;4,427421002
Сахалинская область;2013;2,506887948;49006,9;4,172389691
Сахалинская область;2014;2,350176023;54896;3,74876457
Сахалинская область;2015;2,310174196;61311;3,638883081
Сахалинская область;2016;2,513353731;64959;3,619409953
Сахалинская область;2017;2,342444088;68496;3,367071566
Сахалинская область;2018;2,040374763;77499;3,011981793
Сахалинская область;2019;1,937837843;87418;2,906859026
Свердловская область;2010;2,240887375;19756,7;4,506060984
Свердловская область;2011;1,79775986;22179,2;3,885101606
Свердловская область;2012;1,659410462;25138,8;3,092831803
Свердловская область;2013;1,603217783;27608,2;3,156600598
Свердловская область;2014;1,610680113;29492;3,201101554
Свердловская область;2015;1,669470023;30691;3,452113884
Свердловская область;2016;1,465560687;32348;3,181417354
Свердловская область;2017;1,347283837;34760;2,746285847
Свердловская область;2018;1,283052774;38052;2,384389501
Свердловская область;2019;1,339078501;41110;2,06884
Смоленская область;2010;2,11599349;14513;4,133601632
Смоленская область;2011;1,855992503;16189,4;4,224980518
Смоленская область;2012;1,737307419;17941,6;3,164030741
Смоленская область;2013;1,519030077;20447,3;2,892003528
Смоленская область;2014;1,423304148;22279;2,784828989
Смоленская область;2015;1,430888729;23470;3,412255254
Смоленская область;2016;1,430775749;25097;3,289936867
Смоленская область;2017;1,366800067;26269;3,136849254
Смоленская область;2018;1,324197341;29397;2,774946715
Смоленская область;2019;1,487068851;31269;2,691703289
Ставропольский край;2010;1,298744252;13949;3,383651914
Ставропольский край;2011;1,245604798;15588,7;2,957925576
Ставропольский край;2012;1,275912033;18446,9;2,662476734
Ставропольский край;2013;1,211718206;20666,9;2,752407573
Ставропольский край;2014;1,196858051;22597;2,610556348
Ставропольский край;2015;1,294716902;23245;2,777433598
Ставропольский край;2016;1,224977613;24655;2,794729913
Ставропольский край;2017;1,13204935;26645;2,50406062
Ставропольский край;2018;1,154520547;29065;2,465262166
Ставропольский край;2019;1,241119551;31836;2,39125558
Тамбовская область;2010;1,259734624;12623,9;3,963916231
Тамбовская область;2011;1,247373684;14292,9;3,308099827
Тамбовская область;2012;1,08687695;16866,3;2,415982253
Тамбовская область;2013;1,09312243;19056;2,298615832
Тамбовская область;2014;1,076592626;20757;2,136200744
Тамбовская область;2015;1,252605651;21725;2,297895221
Тамбовская область;2016;1,165012135;22795;2,259518937
Тамбовская область;2017;1,109997792;24253;2,167533481
Тамбовская область;2018;1,171982876;26660;2,005251967
Тамбовская область;2019;1,251585741;28697;1,938583507
Тверская область;2010;2,20209515;16155,3;3,465917168
Тверская область;2011;2,149548748;17747,3;3,214443042
Тверская область;2012;1,904971864;20246,1;2,726640909
Тверская область;2013;1,514753827;22449,9;2,879092697
Тверская область;2014;1,537086414;23866;2,881847655
Тверская область;2015;1,750200587;24804;2,98715863
Тверская область;2016;1,613812116;26193;3,069641005
Тверская область;2017;1,553936339;27612;2,405109987
Тверская область;2018;1,533654878;31049;2,183662632
Тверская область;2019;1,638884212;33524;2,113110837
Томская область;2010;2,785639875;21450,2;4,000126389
Томская область;2011;2,165612837;24001;4,406808952
Томская область;2012;2,18247554;26725,4;3,91961523
Томская область;2013;1,938835462;29813,5;3,670584443
Томская область;2014;1,922614218;32042;3,895214914
Томская область;2015;2,147994437;34041;3,755922232
Томская область;2016;1,895667761;36032;3,682319781
Томская область;2017;1,741448286;37518;3,135589685
Томская область;2018;1,657078232;36047;3,198000484
Томская область;2019;1,637679614;39115;2,736575617
Тульская область;2010;1,022733985;15640,7;3,017158355
Тульская область;2011;0,948729448;17225,1;2,746539764
Тульская область;2012;0,900623338;20121,3;2,428680069
Тульская область;2013;0,823004572;23030,3;2,223166724
Тульская область;2014;0,809273999;25873;2,205553355
Тульская область;2015;0,874167554;27555;2,201379066
Тульская область;2016;0,798972673;29402;2,19338226
Тульская область;2017;0,839107911;31637;2,049362278
Тульская область;2018;0,904306565;34662;2,060744464
Тульская область;2019;0,885993078;38151;2,027271147
Тюменская область;2010;1,128085542;38212,7;3,82596852
Тюменская область;2011;1,023554694;42289;3,239003459
Тюменская область;2012;0,844031137;47177,3;2,894526093
Тюменская область;2013;0,955019592;51008,6;2,561673271
Тюменская область;2014;0,84875242;54498;2,543030384
Тюменская область;2015;0,860913036;56616;2,64132088
Тюменская область;2016;0,755025485;60090;2,482765484
Тюменская область;2017;0,719544423;63789;2,071913639
Тюменская область;2018;0,691416421;68664;1,662538412
Тюменская область;2019;0,712465363;72747;1,554654606
Удмуртская Республика ;2010;2,148739815;14291,1;5,091436366
Удмуртская Республика ;2011;1,840722993;15843,3;3,820857797
Удмуртская Республика ;2012;1,802830375;18240,7;3,282251492
Удмуртская Республика ;2013;1,779261631;21053,4;3,086918097
Удмуртская Республика ;2014;1,771283912;23421;2,750878063
Удмуртская Республика ;2015;1,947383475;24694;2,694293484
Удмуртская Республика ;2016;1,728351115;26693;2,789198382
Удмуртская Республика ;2017;1,595646018;28995;2,514827369
Удмуртская Республика ;2018;1,674793539;31808;2,501761337
Удмуртская Республика ;2019;1,798996391;34052;2,169831642
Ульяновская область;2010;1,368121202;13339;4,536665833
Ульяновская область;2011;1,288438186;15008,6;3,674299495
Ульяновская область;2012;1,280303155;17107,4;2,964035576
Ульяновская область;2013;1,182432432;19186,9;2,946364506
Ульяновская область;2014;1,219788863;21272;2,451830158
Ульяновская область;2015;1,306261086;22846;2,537368511
Ульяновская область;2016;1,220549785;24334;2,367727966
Ульяновская область;2017;1,08709568;26254;2,263489076
Ульяновская область;2018;1,060348519;28353;1,884804703
Ульяновская область;2019;1,02607526;30677;1,860759083
Хабаровский край;2010;2,401161318;22656,5;4,898306684
Хабаровский край;2011;2,047546698;26155,7;3,698796437
Хабаровский край;2012;1,97678724;31076,1;3,548070111
Хабаровский край;2013;2,122674398;34132,3;3,147434334
Хабаровский край;2014;2,210277289;36781;3,275762672
Хабаровский край;2015;2,315577282;38041;2,91366457
Хабаровский край;2016;2,024704574;40109;2,744761129
Хабаровский край;2017;1,805157507;42465;2,679294679
Хабаровский край;2018;1,698937343;47153;2,06213813
Хабаровский край;2019;1,815621168;50213;2,031766545
Челябинская область;2010;2,422093606;17370,2;4,020926052
Челябинская область;2011;2,215511253;20015;3,573030529
Челябинская область;2012;2,025924087;22500,5;3,45130957
Челябинская область;2013;1,940927205;25650,5;3,247332096
Челябинская область;2014;1,79490695;27683;3,323474531
Челябинская область;2015;2,017779391;29642;3,698890681
Челябинская область;2016;1,844228176;30941;3,725925805
Челябинская область;2017;1,950236142;32253;3,530541253
Челябинская область;2018;1,861499629;35219;3,022418526
Челябинская область;2019;1,917770964;37433;2,740026753
Чеченская Республика;2010;0,362850048;13918,7;18,87620247
Чеченская Республика;2011;0,330115727;14431,4;15,92897623
Чеченская Республика;2012;0,298370875;17384,9;13,54363189
Чеченская Республика;2013;0,272236789;20864,8;13,08204091
Чеченская Республика;2014;0,257664981;21452;10,00181838
Чеченская Республика;2015;0,247789787;22304;7,653919058
Чеченская Республика;2016;0,265073143;22926;6,982110589
Чеченская Республика;2017;0,277223945;23249;6,109306042
Чеченская Республика;2018;0,230136714;26177;5,964549271
Чеченская Республика;2019;0,257453479;27757;5,784017037
Чувашская Республика;2010;1,454134864;13004,4;5,058949796
Чувашская Республика;2011;1,440623336;14896,3;4,145856106
Чувашская Республика;2012;1,327795365;17187,4;3,081057032
Чувашская Республика;2013;1,140043505;19387,5;3,081161659
Чувашская Республика;2014;1,112323531;20854;2,740051072
Чувашская Республика;2015;1,267870853;21369;2,686951954
Чувашская Республика;2016;1,119194723;22908;2,744275816
Чувашская Республика;2017;1,037219596;24530;2,582834072
Чувашская Республика;2018;0,963450169;27036;2,539649429
Чувашская Республика;2019;1,018347459;29671;2,318030813
Чукотский АО;2010;1,613379824;46865,7;2,913539389
Чукотский АО;2011;1,436832652;53369,3;3,641423412
Чукотский АО;2012;1,648848361;60807,4;2,786730603
Чукотский АО;2013;1,567064025;68261,3;2,131522855
Чукотский АО;2014;1,276014877;76285;2,130648097
Чукотский АО;2015;1,616715327;79531;2,574033248
Чукотский АО;2016;1,600320064;86647;2,284456891
Чукотский АО;2017;1,43591812;91995;1,847332863
Чукотский АО;2018;1,510989011;98864;1,882676147
Чукотский АО;2019;1,550775388;107107;2,343171586
Ярославская область;2010;1,673086135;16075,8;3,99162085
Ярославская область;2011;1,45418869;18111;2,712786129
Ярославская область;2012;1,35894808;20397;1,782513248
Ярославская область;2013;1,210173002;23003,3;2,373087136
Ярославская область;2014;1,219787418;25434;2,07690983
Ярославская область;2015;1,710921227;26748;2,889907067
Ярославская область;2016;1,447388707;28520;3,55180898
Ярославская область;2017;1,409309184;30720;3,477026675
Ярославская область;2018;1,323409216;33474;2,885047931
Ярославская область;2019;1,409390044;36016;2,788457789
г. Москва;2010;1,622029186;38410,5;1,001210037
г. Москва;2011;1,469347839;44898,7;0,807215501
г. Москва;2012;1,512327686;48830,4;0,45945428
г. Москва;2013;1,452935525;55485,2;0,972094322
г. Москва;2014;1,50476519;61208;0,859430889
г. Москва;2015;1,591986406;64310;1,020502434
г. Москва;2016;1,407466131;71379;1,028409047
г. Москва;2017;1,12615628;73812;0,800437752
г. Москва;2018;1,118887198;83801;0,717505861
г. Москва;2019;1,123464903;94294;0,786973402
г. Санкт-Петербург;2010;1,322838309;28045,8;0,210233021
г. Санкт-Петербург;2011;1,204113204;28045,8;0,210233021
г. Санкт-Петербург;2012;1,130904064;28045,8;0,210233021
г. Санкт-Петербург;2013;1,084848713;28045,8;0,210233021
г. Санкт-Петербург;2014;1,093859215;28045,8;0,210233021
г. Санкт-Петербург;2015;1,084341744;21848;0,317815036
г. Санкт-Петербург;2016;0,996472156;24259;0,228070703
г. Санкт-Петербург;2017;0,980635376;27687;0,173301131
г. Санкт-Петербург;2018;0,957914362;31814;0,172860509
г. Санкт-Петербург;2019;0,902007187;34621;0,159117726
г. Севастополь;2010;1,309439292;27189,5;11,36739966
г. Севастополь;2011;1,309439292;29522;11,36739966
г. Севастополь;2012;1,309439292;32930,2;11,36739966
г. Севастополь;2013;1,309439292;36848;11,36739966
г. Севастополь;2014;1,475652892;40697;10,09488373
г. Севастополь;2015;2,030332321;44187;15,1884853
г. Севастополь;2016;1,349800122;48703;11,77921313
г. Севастополь;2017;1,122917784;53740;11,62389765
г. Севастополь;2018;0,928078992;60421;10,15363424
г. Севастополь;2019;0,949853645;65872;9,364283889
